Request ID,Test suite name,Test case name,Endpoint,Method,Status Code,Start time,Duration till headers received[ms],Duration till body received[ms],Request Body Length,Response Body Length,Test Result
48,Authenticate,Check authentication is valid,/g/aaa/authorize,POST,200,2023-03-14 19:55:07,110,122,697,1609,PASS
49,Authenticate,Check authentication is valid,/g/aaa/isauth,GET,200,2023-03-14 19:55:07,30,38,0,4,PASS
50,Authenticate,Try to check authentication without session cookie,/g/aaa/isauth,GET,401,2023-03-14 19:55:07,26,28,0,24,PASS
51,Authenticate,Authenticate - TFA,/g/aaa/authenticate,POST,200,2023-03-14 19:55:07,121,124,88,680,PASS
52,Authenticate,Authenticate - TFA,/g/aaa/two_factor_authenticate,POST,200,2023-03-14 19:55:07,525,527,740,4,PASS
53,Authorize,Try to authorize with invalid token,/g/aaa/authorize,POST,401,2023-03-14 19:55:08,20,32,23,12,PASS
54,Authorize,Try to authorize with missing token,/g/aaa/authorize,POST,400,2023-03-14 19:55:08,34,36,2,39,PASS
55,Authorize,Try to authorize with an unexpected argument as End user,/g/aaa/authenticate,POST,200,2023-03-14 19:55:08,56,58,83,585,PASS
56,Authorize,Try to authorize with an unexpected argument as End user,/g/aaa/authorize,POST,400,2023-03-14 19:55:08,16,19,735,49,PASS
57,Forgot Password,Initiate forgot password,/g/aaa/forgot_password,POST,202,2023-03-14 19:55:08,354,357,53,8,PASS
58,Forgot Password,Try to initiate forgot password with an unexpected argument,/g/aaa/forgot_password,POST,400,2023-03-14 19:55:08,0,35,42,33,PASS
59,Forgot Password,Try to initiate forgot password with not registered mail,/g/aaa/forgot_password,POST,202,2023-03-14 19:55:08,31,34,38,8,PASS
61,Reset Password,Try to reset password with an unexpected argument,/g/aaa/reset_password,POST,400,2023-03-14 19:55:09,48,52,30,33,PASS
62,Reset Password,Try to reset password with invalid token,/g/aaa/reset_password,POST,406,2023-03-14 19:55:09,30,33,92,14,PASS
64,Check Reset Password Token,Try to check reset password token with an unexpected argument,/g/aaa/check_pw_reset_token,POST,400,2023-03-14 19:55:17,40,48,38,26,PASS
65,Check Reset Password Token,Try to check reset password token with invalid token,/g/aaa/check_pw_reset_token,POST,406,2023-03-14 19:55:17,2005,2009,61,14,PASS
66,Check Reset Password Token,Check reset password token for active Reseller user,/g/aaa/authenticate,POST,200,2023-03-14 19:55:19,663,666,82,587,PASS
67,Check Reset Password Token,Check reset password token for active Reseller user,/g/aaa/authorize,POST,200,2023-03-14 19:55:20,677,680,697,2071,PASS
68,Check Reset Password Token,Check reset password token for active Reseller user,/g/user,PUT,200,2023-03-14 19:55:20,134,138,107,24,PASS
69,Check Reset Password Token,Check reset password token for active Reseller user,/g/aaa/change_password,POST,200,2023-03-14 19:55:21,101,104,49,24,PASS
70,Check Reset Password Token,Check reset password token for active Reseller user,/g/user,POST,200,2023-03-14 19:55:21,164,167,36,24,PASS
71,Check Reset Password Token,Check reset password token for active Reseller user,/g/aaa/forgot_password,POST,202,2023-03-14 19:55:21,424,428,49,8,PASS
72,Check Reset Password Token,Check reset password token for active Reseller user,/g/aaa/check_pw_reset_token,POST,202,2023-03-14 19:55:24,58,62,61,8,PASS
73,Check Reset Password Token,Check reset password token for active Reseller user,/g/user,DELETE,200,2023-03-14 19:55:24,3576,3578,0,4,PASS
74,Check Reset Password Token,Check reset password token for active Distributor user,/g/aaa/authenticate,POST,200,2023-03-14 19:55:28,288,292,74,587,PASS
75,Check Reset Password Token,Check reset password token for active Distributor user,/g/aaa/authorize,POST,200,2023-03-14 19:55:28,1754,1758,697,2575,PASS
76,Check Reset Password Token,Check reset password token for active Distributor user,/g/user,PUT,200,2023-03-14 19:55:30,2835,2839,107,24,PASS
77,Check Reset Password Token,Check reset password token for active Distributor user,/g/aaa/change_password,POST,200,2023-03-14 19:55:33,2132,2136,49,24,PASS
78,Check Reset Password Token,Check reset password token for active Distributor user,/g/user,POST,200,2023-03-14 19:55:35,5465,5468,36,24,PASS
79,Check Reset Password Token,Check reset password token for active Distributor user,/g/aaa/forgot_password,POST,202,2023-03-14 19:55:40,4941,4944,49,8,PASS
80,Check Reset Password Token,Check reset password token for active Distributor user,/g/aaa/check_pw_reset_token,POST,202,2023-03-14 19:55:47,1946,1949,61,8,PASS
81,Check Reset Password Token,Check reset password token for active Distributor user,/g/user,DELETE,200,2023-03-14 19:55:49,2466,2470,0,4,PASS
82,Check Reset Password Token,Check reset password token for active End user,/g/aaa/authenticate,POST,200,2023-03-14 19:55:52,55,58,83,590,PASS
83,Check Reset Password Token,Check reset password token for active End user,/g/aaa/authorize,POST,200,2023-03-14 19:55:52,110,114,697,1608,PASS
84,Check Reset Password Token,Check reset password token for active End user,/g/user,PUT,200,2023-03-14 19:55:52,163,166,107,24,PASS
85,Check Reset Password Token,Check reset password token for active End user,/g/aaa/change_password,POST,200,2023-03-14 19:55:52,80,84,49,24,PASS
86,Check Reset Password Token,Check reset password token for active End user,/g/user,POST,200,2023-03-14 19:55:52,1685,1688,36,24,PASS
87,Check Reset Password Token,Check reset password token for active End user,/g/aaa/forgot_password,POST,202,2023-03-14 19:55:54,410,414,49,8,PASS
88,Check Reset Password Token,Check reset password token for active End user,/g/aaa/check_pw_reset_token,POST,202,2023-03-14 19:55:58,57,61,61,8,PASS
89,Check Reset Password Token,Check reset password token for active End user,/g/user,DELETE,200,2023-03-14 19:55:58,78,82,0,4,PASS
90,Check Reset Password Token,Try to check reset password token for disabled Reseller user,/g/aaa/authenticate,POST,200,2023-03-14 19:55:58,101,104,82,586,PASS
91,Check Reset Password Token,Try to check reset password token for disabled Reseller user,/g/aaa/authorize,POST,200,2023-03-14 19:55:58,676,680,697,2071,PASS
92,Check Reset Password Token,Try to check reset password token for disabled Reseller user,/g/user,PUT,200,2023-03-14 19:55:59,238,241,107,24,PASS
93,Check Reset Password Token,Try to check reset password token for disabled Reseller user,/g/aaa/change_password,POST,200,2023-03-14 19:55:59,103,107,49,24,PASS
94,Check Reset Password Token,Try to check reset password token for disabled Reseller user,/g/user,POST,200,2023-03-14 19:55:59,132,135,36,24,PASS
95,Check Reset Password Token,Try to check reset password token for disabled Reseller user,/g/aaa/forgot_password,POST,202,2023-03-14 19:55:59,381,385,49,8,PASS
96,Check Reset Password Token,Try to check reset password token for disabled Reseller user,/g/user,POST,200,2023-03-14 19:56:04,136,140,36,24,PASS
97,Check Reset Password Token,Try to check reset password token for disabled Reseller user,/g/aaa/check_pw_reset_token,POST,412,2023-03-14 19:56:04,59,62,61,19,PASS
98,Check Reset Password Token,Try to check reset password token for disabled Reseller user,/g/user,DELETE,200,2023-03-14 19:56:04,98,101,0,4,PASS
99,Check Reset Password Token,Try to check reset password token for disabled Distributor user,/g/aaa/authenticate,POST,200,2023-03-14 19:56:04,360,371,74,588,PASS
100,Check Reset Password Token,Try to check reset password token for disabled Distributor user,/g/aaa/authorize,POST,200,2023-03-14 19:56:04,1754,1757,697,2575,PASS
101,Check Reset Password Token,Try to check reset password token for disabled Distributor user,/g/user,PUT,200,2023-03-14 19:56:06,2580,2584,107,24,PASS
102,Check Reset Password Token,Try to check reset password token for disabled Distributor user,/g/aaa/change_password,POST,200,2023-03-14 19:56:09,1971,1975,49,24,PASS
103,Check Reset Password Token,Try to check reset password token for disabled Distributor user,/g/user,POST,200,2023-03-14 19:56:11,4647,4650,36,24,PASS
104,Check Reset Password Token,Try to check reset password token for disabled Distributor user,/g/aaa/forgot_password,POST,202,2023-03-14 19:56:15,5100,5187,49,8,PASS
105,Check Reset Password Token,Try to check reset password token for disabled Distributor user,/g/user,POST,200,2023-03-14 19:56:23,4704,4708,36,24,PASS
106,Check Reset Password Token,Try to check reset password token for disabled Distributor user,/g/aaa/check_pw_reset_token,POST,412,2023-03-14 19:56:27,2348,2352,61,19,PASS
107,Check Reset Password Token,Try to check reset password token for disabled Distributor user,/g/user,DELETE,200,2023-03-14 19:56:30,2457,2468,0,4,PASS
108,Check Reset Password Token,Try to check reset password token for disabled End user,/g/aaa/authenticate,POST,200,2023-03-14 19:56:32,127,131,83,585,PASS
109,Check Reset Password Token,Try to check reset password token for disabled End user,/g/aaa/authorize,POST,200,2023-03-14 19:56:32,120,129,697,1609,PASS
110,Check Reset Password Token,Try to check reset password token for disabled End user,/g/user,PUT,200,2023-03-14 19:56:33,1098,1103,107,24,PASS
111,Check Reset Password Token,Try to check reset password token for disabled End user,/g/aaa/change_password,POST,200,2023-03-14 19:56:34,1274,1279,49,24,PASS
112,Check Reset Password Token,Try to check reset password token for disabled End user,/g/user,POST,200,2023-03-14 19:56:35,157,160,36,24,PASS
113,Check Reset Password Token,Try to check reset password token for disabled End user,/g/aaa/forgot_password,POST,202,2023-03-14 19:56:35,633,637,49,8,PASS
114,Check Reset Password Token,Try to check reset password token for disabled End user,/g/user,POST,200,2023-03-14 19:56:38,165,168,36,24,PASS
115,Check Reset Password Token,Try to check reset password token for disabled End user,/g/aaa/check_pw_reset_token,POST,412,2023-03-14 19:56:39,76,79,61,19,PASS
116,Check Reset Password Token,Try to check reset password token for disabled End user,/g/user,DELETE,200,2023-03-14 19:56:39,100,107,0,4,PASS
117,API call validate token,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-14 19:56:39,45,47,82,588,PASS
118,API call validate token,Suite Setup,/g/aaa/authorize,POST,200,2023-03-14 19:56:39,1148,1151,697,2070,PASS
119,API call validate token,Validate Token - Old Argument (T) - POST,/g/aaa/vt,POST,200,2023-03-14 19:56:40,46,50,46,580,PASS
120,API call validate token,Try to validate token with new argument (TOKENS) - POST,/g/aaa/vt,POST,400,2023-03-14 19:56:40,60,63,51,27,PASS
121,API call validate token,Validate Token - Invalid Argument - POST,/g/aaa/vt,POST,400,2023-03-14 19:56:40,45,49,48,24,PASS
122,API call validate token,Suite Teardown,/g/aaa/logout,POST,204,2023-03-14 19:56:40,73,77,2,0,PASS
123,API calls with invalid id email,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-14 19:56:41,145,148,82,586,PASS
124,API calls with invalid id email,Suite Setup,/g/aaa/authorize,POST,200,2023-03-14 19:56:41,675,678,697,2071,PASS
125,API calls with invalid id email,Try to Resend Registration Email with an invalid email address,/g/aaa/resend_registration_email,POST,404,2023-03-14 19:56:42,46,49,38,9,PASS
126,API calls with invalid id email,Try to Resend User Verification Email with an invalid email address,/g/aaa/resend_user_verification_email,POST,404,2023-03-14 19:56:42,48,51,38,9,PASS
127,API calls with invalid id email,Try to Switch Account with an invalid account ID,/g/aaa/switch_account,POST,404,2023-03-14 19:56:42,41,44,26,9,PASS
129,Get List Of Accounts,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-14 19:56:42,37,40,82,587,PASS
130,Get List Of Accounts,Suite Setup,/g/aaa/authorize,POST,200,2023-03-14 19:56:42,729,733,697,2070,PASS
131,Get List Of Accounts,Get list of accounts - using /g/account/list,/g/account/list,GET,200,2023-03-14 19:56:43,106,112,0,1816,PASS
132,Get List Of Accounts,Get list of accounts - using /g/list/accounts,/g/list/accounts,GET,200,2023-03-14 19:56:43,156,161,0,1816,PASS
133,Get List Of Accounts,Try to Get List of Accounts with an unexpected argument - using /g/account/list,/g/account/list,GET,400,2023-03-14 19:56:43,37,40,0,23,PASS
134,Get List Of Accounts,Try to Get List of Accounts with an unexpected argument- using /g/list/accounts,/g/list/accounts,GET,400,2023-03-14 19:56:43,39,41,0,40,PASS
135,Get List Of Accounts,Suite Teardown,/g/aaa/logout,POST,204,2023-03-14 19:56:43,92,95,2,0,PASS
136,Standard Accounts,Try to create standard account with an unexpected argument,/g/aaa/create_account,POST,400,2023-03-14 19:56:44,379,382,29,25,PASS
137,Standard Accounts,Try to create standard account with unverifiable information,/g/aaa/create_account,POST,406,2023-03-14 19:56:44,60,63,110,14,PASS
138,Standard Accounts,Try to create standard account for an already existing email address,/g/aaa/create_account,POST,409,2023-03-14 19:56:44,125,128,100,18,PASS
139,End User Accounts,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-14 19:56:44,44,47,82,587,PASS
140,End User Accounts,Suite Setup,/g/aaa/authorize,POST,200,2023-03-14 19:56:44,889,892,697,2071,PASS
141,End User Accounts,Get End-User Account,/g/account/list,GET,200,2023-03-14 19:56:45,106,112,0,1817,PASS
142,End User Accounts,Get End-User Account,/g/account,GET,200,2023-03-14 19:56:46,61,64,0,1419,PASS
143,End User Accounts,Try to create account with already registered email,/g/account,PUT,409,2023-03-14 19:56:46,83,87,196,18,PASS
144,End User Accounts,Suite Teardown,/g/aaa/logout,POST,204,2023-03-14 19:56:46,75,79,2,0,PASS
145,API calls with unexpected arguments,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-14 19:56:46,90,93,82,588,PASS
146,API calls with unexpected arguments,Suite Setup,/g/aaa/authorize,POST,200,2023-03-14 19:56:46,695,698,697,2072,PASS
147,API calls with unexpected arguments,Try to Create Account with an unexpected argument,/g/account,PUT,400,2023-03-14 19:56:47,55,58,45,39,PASS
148,API calls with unexpected arguments,Try to Get Account with an unexpected argument,/g/account/list,GET,200,2023-03-14 19:56:47,112,118,0,1817,PASS
149,API calls with unexpected arguments,Try to Get Account with an unexpected argument,/g/account,GET,400,2023-03-14 19:56:47,40,43,0,35,PASS
150,API calls with unexpected arguments,Try to Get a non-existing Account with an unexpected argument,/g/account,GET,400,2023-03-14 19:56:47,43,47,0,36,PASS
151,API calls with unexpected arguments,Try to Update Account with an unexpected argument,/g/account/list,GET,200,2023-03-14 19:56:47,106,113,0,1817,PASS
152,API calls with unexpected arguments,Try to Update Account with an unexpected argument,/g/account,POST,400,2023-03-14 19:56:47,53,56,58,32,PASS
153,API calls with unexpected arguments,Try to Update a non-existing Account with an unexpected argument,/g/account,POST,400,2023-03-14 19:56:47,41,45,40,26,PASS
154,API calls with unexpected arguments,Try to Delete Account with an unexpected argument,/g/account/list,GET,200,2023-03-14 19:56:47,98,103,0,1817,PASS
155,API calls with unexpected arguments,Try to Delete Account with an unexpected argument,/g/account,DELETE,400,2023-03-14 19:56:48,450,453,0,48,PASS
156,API calls with unexpected arguments,Try to Delete a non-existing Account with an unexpected argument,/g/account,DELETE,400,2023-03-14 19:56:48,70,73,0,35,PASS
158,API calls with invalid account id,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-14 19:56:48,338,340,82,586,PASS
159,API calls with invalid account id,Suite Setup,/g/aaa/authorize,POST,200,2023-03-14 19:56:49,1220,1227,697,2071,PASS
160,API calls with invalid account id,Try to Get Account with an invalid account ID,/g/account,GET,404,2023-03-14 19:56:50,43,46,0,9,PASS
161,API calls with invalid account id,Try to Update Account with an invalid account ID,/g/account,POST,404,2023-03-14 19:56:50,57,60,18,9,PASS
162,API calls with invalid account id,Try to Delete Account with an invalid account ID,/g/account,DELETE,404,2023-03-14 19:56:50,67,70,0,9,PASS
164,Put Client Audit,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-14 19:56:50,50,53,83,588,PASS
165,Put Client Audit,Suite Setup,/g/aaa/authorize,POST,200,2023-03-14 19:56:50,1368,1371,697,1609,PASS
166,Put Client Audit,PUT ClientAudit - with valid layout id parameter,/g/layout/list,GET,200,2023-03-14 19:56:52,44,47,0,161,PASS
167,Put Client Audit,PUT ClientAudit - with valid layout id parameter,/g/api/v2/ClientAudit,PUT,200,2023-03-14 19:56:52,47,50,91,67,PASS
168,Get Brand,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-14 19:56:52,617,620,83,588,PASS
169,Get Brand,Suite Setup,/g/aaa/authorize,POST,200,2023-03-14 19:56:53,112,114,697,1609,PASS
170,Get Brand,Get brand information - with valid subdomain parameter,/g/brand,GET,200,2023-03-14 19:56:53,88,91,0,232,PASS
171,Get Brand,Try to get brand information - without subdomain parameter,/g/brand,GET,400,2023-03-14 19:56:53,40,42,0,43,PASS
172,Get Brand,Try to get brand information - with an unexpected argument,/g/brand,GET,400,2023-03-14 19:56:53,48,51,0,35,PASS
173,Get List Of Devices,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-14 19:56:53,77,79,83,589,PASS
174,Get List Of Devices,Suite Setup,/g/aaa/authorize,POST,200,2023-03-14 19:56:53,777,780,697,1609,PASS
175,Get List Of Devices,Get List of Bridges - using /g/list/devices,/g/list/devices,GET,200,2023-03-14 19:56:54,110,113,0,309,PASS
176,Get List Of Devices,Get List of Bridges - using g/device/list,/g/device/list,GET,200,2023-03-14 19:56:54,88,91,0,310,PASS
177,Get List Of Devices,Get List of Bridges - using g/web/list/devices,/g/web/list/devices,GET,200,2023-03-14 19:56:54,90,99,0,309,PASS
178,Get List Of Devices,Get List of Cameras - using /g/list/devices,/g/list/devices,GET,200,2023-03-14 19:56:54,4360,4364,0,1169,PASS
179,Get List Of Devices,Get List of Cameras - using g/device/list,/g/device/list,GET,200,2023-03-14 19:56:59,4777,4780,0,1169,PASS
180,Get List Of Devices,Get List of Cameras - using g/web/list/devices,/g/web/list/devices,GET,200,2023-03-14 19:57:04,4378,4382,0,1169,PASS
181,Get List Of Devices,Suite Teardown,/g/aaa/logout,POST,204,2023-03-14 19:57:08,78,80,2,0,PASS
182,Add Bridges,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-14 19:57:08,55,58,83,585,PASS
183,Add Bridges,Suite Setup,/g/aaa/authorize,POST,200,2023-03-14 19:57:08,200,273,697,1609,PASS
184,Add Bridges,Add a Bridge Correctly,/g/list/devices,GET,200,2023-03-14 19:57:09,1380,1390,0,310,PASS
185,Add Bridges,Add a Bridge Correctly,/g/device,PUT,200,2023-03-14 19:57:10,3244,3247,67,24,PASS
186,Add Bridges,Add a Bridge Correctly,/g/list/devices,GET,200,2023-03-14 19:57:13,118,122,0,385,PASS
187,Add Bridges,Add a Bridge Correctly,/g/list/devices,GET,200,2023-03-14 19:57:13,333,336,0,385,PASS
188,Add Bridges,Add a Bridge Correctly,/g/device,DELETE,200,2023-03-14 19:57:14,674,679,0,5,PASS
189,Add Bridges,Add a Bridge Correctly,/g/list/devices,GET,200,2023-03-14 19:57:14,592,596,0,310,PASS
190,Add Bridges,Try to add an already added bridge,/g/list/devices,GET,200,2023-03-14 19:57:15,585,589,0,309,PASS
191,Add Bridges,Try to add an already added bridge,/g/device,PUT,200,2023-03-14 19:57:16,2507,2510,67,24,PASS
192,Add Bridges,Try to add an already added bridge,/g/device,PUT,409,2023-03-14 19:57:18,332,336,67,18,PASS
193,Add Bridges,Try to add an already added bridge,/g/list/devices,GET,200,2023-03-14 19:57:18,122,126,0,385,PASS
194,Add Bridges,Try to add an already added bridge,/g/device,DELETE,200,2023-03-14 19:57:19,812,815,0,5,PASS
195,Add Bridges,Try to add an already added bridge,/g/list/devices,GET,200,2023-03-14 19:57:19,195,198,0,310,PASS
196,Add Bridges,Try to Add a Bridge with invalid GUID,/g/device,PUT,404,2023-03-14 19:57:20,200,205,68,9,PASS
197,Add Bridges,Try to Add a Bridge with invalid GUID,/g/list/devices,GET,200,2023-03-14 19:57:20,118,121,0,310,PASS
198,Add Cameras,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-14 19:57:20,52,55,83,588,PASS
199,Add Cameras,Suite Setup,/g/aaa/authorize,POST,200,2023-03-14 19:57:20,113,117,697,1609,PASS
200,Add Cameras,Add A Camera Correctly,/g/list/devices,GET,200,2023-03-14 19:57:20,4608,4612,0,1169,PASS
201,Add Cameras,Add A Camera Correctly,/g/device,PUT,200,2023-03-14 19:57:25,1176,1180,118,24,PASS
202,Add Cameras,Add A Camera Correctly,/g/list/devices,GET,200,2023-03-14 19:57:26,983,986,0,409,PASS
203,Add Cameras,Add A Camera Correctly,/g/list/devices,GET,200,2023-03-14 19:57:27,4370,4374,0,1176,PASS
204,Add Cameras,Add A Camera Correctly,/g/device,DELETE,200,2023-03-14 19:57:32,1933,1936,0,5,PASS
205,Add Cameras,Add A Camera Correctly,/g/list/devices,GET,200,2023-03-14 19:57:34,294,298,0,974,PASS
206,Add Cameras,Try to add an already added camera,/g/list/devices,GET,200,2023-03-14 19:57:34,369,373,0,1178,PASS
207,Add Cameras,Try to add an already added camera,/g/device,PUT,200,2023-03-14 19:57:34,1941,1944,118,24,PASS
208,Add Cameras,Try to add an already added camera,/g/device,PUT,409,2023-03-14 19:57:36,113,117,116,152,PASS
209,Add Cameras,Try to add an already added camera,/g/list/devices,GET,200,2023-03-14 19:57:36,670,675,0,1196,PASS
210,Add Cameras,Try to add an already added camera,/g/device,DELETE,200,2023-03-14 19:57:37,1859,1862,0,5,PASS
211,Add Cameras,Try to add an already added camera,/g/list/devices,GET,200,2023-03-14 19:57:39,2908,2912,0,1016,PASS
212,Add Cameras,Try to add a Camera - with an invalid GUID,/g/device,PUT,404,2023-03-14 19:57:42,345,349,114,115,PASS
213,Get Cameras Rtsp Urls,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-14 19:57:42,68,70,83,586,PASS
214,Get Cameras Rtsp Urls,Suite Setup,/g/aaa/authorize,POST,200,2023-03-14 19:57:42,115,117,697,1609,PASS
215,Get Cameras Rtsp Urls,Get Camera's RTSP URLs,/g/device/rtsp,GET,200,2023-03-14 19:57:43,260,268,0,171,PASS
216,Get Cameras Rtsp Urls,Try to Get Camera's RTSP URLs with an unexpected argument,/g/device/rtsp,GET,400,2023-03-14 19:57:43,45,48,0,46,PASS
217,Get Cameras Rtsp Urls,Try to Get Camera's RTSP URLs without id parameter,/g/device/rtsp,GET,400,2023-03-14 19:57:43,134,137,0,36,PASS
218,Get Cameras Rtsp Urls,Try to Get Camera's RTSP URLs with id as account_id,/g/list/devices,GET,200,2023-03-14 19:57:43,523,526,0,1202,PASS
219,Get Cameras Rtsp Urls,Try to Get Camera's RTSP URLs with id as account_id,/g/device/rtsp,GET,404,2023-03-14 19:57:44,53,56,0,9,PASS
220,Get Cameras Rtsp Urls,Suite Teardown,/g/aaa/logout,POST,204,2023-03-14 19:57:44,112,115,2,0,PASS
221,Delete Bridges,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-14 19:57:44,48,50,83,588,PASS
222,Delete Bridges,Suite Setup,/g/aaa/authorize,POST,200,2023-03-14 19:57:44,130,136,697,1610,PASS
223,Delete Bridges,Delete Bridge Correctly,/g/list/devices,GET,200,2023-03-14 19:57:44,139,141,0,309,PASS
224,Delete Bridges,Delete Bridge Correctly,/g/device,PUT,200,2023-03-14 19:57:44,5641,5644,67,24,PASS
225,Delete Bridges,Delete Bridge Correctly,/g/list/devices,GET,200,2023-03-14 19:57:50,151,154,0,383,PASS
